supplier_name,address,country,state,city,postal_code,owner_company
"CHENFENG (JIANGSU) APPAREL CO., LTD","DONGHUAN ROAD, SHENGZE TOWN, WUJIANG, JIANGSU, CHINA, 215200, WUJIANG",China,Jiangsu,,215200.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO.288 TIANZIWEI ROAD, 313000, HANGZHOU",China,Zhejiang,Hangzhou,313000.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","JINJIANG INDUSTRIAL ZONE, XIAOSHAN, HANGZHOU, ZHEJIANG, CHINA, 310000, HANGZHOU",China,Zhejiang,,310000.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO.1 QIANJIANG ROAD XINSHI,, XINSHI INDUSTRY, DEQING TOWN,, 313201, HUZHOU",,,,313201.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","HANGMIN VILLAGE, XIAOSHAN, HANGZHOU, ZHEJIANG,CHINA, 310000, HANGZHOU",China,Zhejiang,,310000.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO.11, MEIDONG RD. DANGWAN COUNTY,, XIAOSHAN, 311200, HANGZHOU",China,Zhejiang,Hangzhou,311200.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO 88 HENGLIAN ROAD, HAIAN TOWN, NANTONG CITY, JIANGSU, CHINA, 226600, NANTONG",China,Jiangsu,,226600.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","HUACHANG ROAD NO. 2, ZHUTANG TOWN, 214416, JIANGYIN",,,,214416.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO.2 YONGHONG ROAD, DANGWAN TOWN, XIAOSHAN, 311221, HANGZHOU",China,Zhejiang,Hangzhou,311221.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","301 RUIXING ROAD, NANTONG E & T DEVELOPMENT AREA, 200040, NANTONG",,,,200040.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO. 30, KUNSHAN ROAD, LINGANG DISTRICT, WEIHAI CITY, SHANDON, 264200, WEIHAI",,,,264200.0,H&M
"CHENFENG (JIANGSU) APPAREL CO., LTD","NO. 38 XINFENG WEST ROAD, YANGSHE TOWN, 215600, ZHANGJIAGANG",,,,215600.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ATATURK CAD.KURTULUS MAH., NO:197  GURSU, 16580, BURSA",Turkey,Bursa,,16580.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"MAIN STREET, AYDINLI MH. ISTANBUL DERI ORG. SAN.BOL., 3 YOL K/5 PAR. ALT KAT TUZLA, 34953, ISTANBUL",Turkey,Aydın,,34953.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"EGE CADDESI,, FATIH MAHALLESI, NO:25 SARNIC, 35414, IZMIR",,,,35414.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ATATURK CADDESI.,  KECILIKOY OSB YUNUSEMRE , NO:1 (1.KISIM), 45030, MANISA",Turkey,Manisa,,45030.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ISMETPASA OSB MAH. , 2. SOKAK, NO:5/4, KAPAKLI, 59500, TEKIRDAG",Turkey,Tekirdağ,Kapaklı,59500.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"FATIH BULVARI, ORGANIZE SANAYI BOLGESI NO:37, CERKEZKOY, 59500, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59500.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"CELAL UMUR CAD., NO:6, TORBALI, 35860, IZMIR",Indonesia,Bali,,35860.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ISTIKLAL KURTPINAR OSB MAHALLESI,, ATATURK CAD, NO:6/1 ,MURATLI, 59700, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59700.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"SANAYI MAH  1674 SOK, TEKSTIL YIKAMACILAR SANAYI SITESI, NO:89 ESENYURT, 34538, ISTANBUL",Turkey,Istanbul,Istanbul,1674.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"1.CAD., ORGANIZE SANAYI BOL., GAZIOSMANPASA MAH.  NO:139, CERKEZKOY, 59500, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59500.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ORGANIZE SAN BOL GRI CAD 2.SOK NO.1, NILUFER, 16215, BURSA",Turkey,Bursa,,16215.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"13. KM, YENI YALOVA YOLU  NO:52, 16240, BURSA",Turkey,Bursa,,16240.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"10026 SOK, NO.30 A.O.S.B CIGLI, 35620, IZMIR",,,,10026.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"24.CADDE, BARAKFAKI SANAYI BOLGESI, NO:8 KESTEL, 16370, BURSA",Turkey,Bursa,,16370.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"PEMBE CADDE, ORGANIZE SANAYI BOLGESI, NO:10 NILUFER, 16350, BURSA",Turkey,Bursa,,16350.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"OSB ATATURK MAH., CUMHURIYET CAD.NO:51, CERKEZKOY, 59500, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59500.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"FETHIYE OSB MAH.PEMBE CAD., NO:12, NILUFER, 16215, BURSA",Turkey,Bursa,,16215.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"VELIMESE ORGANIZE SANAYII BOLGESI , MAHALLESI 210. SOKAK , NO 4 ERGENE / TEKIRDAG, 59930, TEKIRDAG",Turkey,Tekirdağ,Tekirdağ,59930.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ISTIKLAL MAHALLESI, FABRIKALAR CADDESI 51/A, KUCUCEK AKYAZI, 54400, SAKARYA",Turkey,Sakarya,,54400.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"PAZARKOYU 2.OSB MEVKI 5.CAD, NO:19, BULANCAK, 28310, GIRESUN",Turkey,Giresun,,28310.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"1.CADDE, ORGANIZE SANAYI BOLGESI, INEGOL, 16400, BURSA",Turkey,Bursa,,16400.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"29 EKIM MAH. 10017 SOK. NO:2/2, ULUKENT SANAYI SITESI, MENEMEN, 35663, IZMIR",,,,10017.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"YENIMAHELLE D100 KARAYOLU 2, YAN SOKAK,NO:36/Z1, BUYUKKARISTIRAN,LULEBURGAZ, 39780, KIRKLARELI",Turkey,Kırklareli,,39780.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"KARACASU FERHUS MAHALLESI,, HAVAALANI CADDESI, NO:51/A, DULKADIROGLU, 46100, KAHRAMANMARAS",,,,46100.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"DOKMETAS MAH. TEKS. IHT. OSB-6 CAD.,  GENCAY 21 TEKSTIL BLOK NO:36 , YENISEHIR, 21100, DIYARBAKIR",Turkey,Diyarbakır,,21100.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"IRMI MAH. 4211 SOKAK NO:9, MERKEZ, 72040, BATMAN",Turkey,Batman,,4211.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"SULEYMANIYE ORGANIZE SANAYI BOLGESI, TAYYARE MEYDANI CADDESI,, NO:23 INEGO, 16400, BURSA",Turkey,Bursa,,16400.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"KARAPINAR OSB MAH.,  1169 SK. NO:23 IC KAPI: 1,  ALTINORDU, 52200, ORDU",Turkey,Ordu,,1169.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ISIKTEPE ORGANIZE SANAYI BOLGESI, SIYAH CADDE  NO:49, NILUFER, 16140, BURSA",Turkey,Bursa,,16140.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"SARICA MAH.PERNECIK KUME EVLERI, NO:30-6 GOLKOY, 52617, ORDU",Turkey,Ordu,,52617.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"OFIS OSB MH. O.S.B., 41.SK. N.23 ARTUKLU, 47060, MARDIN",Turkey,Mardin,,47060.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.," ORHAN GAZI CAD. NO:2/D, KUCUK SANAYI SITESI MEVKII ,  DADI KOYU, 50000, AMASYA",Turkey,Amasya,,50000.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.," NECAT NASIROGLU  CAD. NO:13 , DANALI KOYU ORGANIZE SANAYI BOLGESI, BESIRI, 72202, BATMAN",Turkey,Batman,,72202.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"SOK. NO:1 , KUCUK CIGLI MAHALLESI 8780/27 , CIGLI, 35610, IZMIR",,,,8780.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.," 2. CADDE NO:16,  ORGANIZE SANAYI BOLGESI , ORMEGOZE KOYU ,BESIRI, 72202, BATMAN",Turkey,Batman,,72202.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"CUMHURIYET BULVARI , NO:89/1 ALI CATINKAYA MAHALLESI , SINANPASA, 03850, AFYON",,,,3850.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"ORGANIZE SANAYI BOLGESI MEVKI , 4.CADDE NO:9 ORMEGOZE KOYU BESIR, 72202, BATMAN",Turkey,Batman,,72202.0,H&M
SUN TEKSTIL SAN.VE TIC. A.S.,"MUSTAFA KARAER CAD. NO:12/1, DEMIRTAS DUMLUPINAR OSB MAH., OSMANGAZI, 16245, BURSA",Turkey,Bursa,,16245.0,H&M
JORGE GOMES & IRMAO SA,"R. 25 ABRIL 1681, RONFE GUIMARAES, 4805-369, GUIMARAES",,,,1681.0,H&M
JORGE GOMES & IRMAO SA,"STRADA TROSSI N. 1, 13871, BENNA (BI)",,,,13871.0,H&M
JORGE GOMES & IRMAO SA,"CONDE, 4815-031, CONDE - S. MARTINHO, 4815-253, GUIMARAES",,,,4815.0,H&M
